id,rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number,entity_id
486,rec-249-dup-3, cale, callister, 4, leibnitz place, , cranboqfne, 3802, vic, 19670519, , 07 12908109,8240860,1,rec-249
489,rec-272-dup-1, grace, jolly, 749, sid barnes xiescent, , , 4012, wq, 19550416, 39, 03 25528048,5507258,1,rec-272
492,rec-320-dup-7, harrison, watdl e, 36, xutreetuvletters, , bligh park, 2749, nsw, 19105284, 28, 03 71741121,2126591,9,rec-320
493,rec-119-dup-3, isabelle, condl, 75, frenclajolace, , bargra, 6052, vic, 19180301, , 02 47175273,2256997,8,rec-119
496,rec-2-dup-0, sadauskas, noah, 15, southwellhdtreet, , minlaton, 4302, nsx, 19491108, , 03 39082868,7666452,5,rec-2
497,rec-287-dup-4, jam, bresshi, 172, brake place, loormeah park, parramatta, 0870, sa, 20071216, 30, 02 40174062,7625322,8,rec-287
501,rec-87-dup-1, marco, bissmire, 2, crescent bqraclough, , scarness, 3101, nsw, 19044476, , 04 70131278,5985076,5,rec-87
502,rec-209-dup-3, gillatd, chloe, , bonython street, , greens beach, 2624, tas, 20130907, 30, ,3309830,8,rec-209
505,rec-28-dup-3, charls, bail, 24, dalley crescent, , matnco, 4740, sa, 19351010, , 08 58759664,4438522,8,rec-28
506,rec-318-dup-0, brydee, wheatkey, 3665, eady sffeet, , bethania, , vc, 19720609, 25, 02 61706191,8307533,3,rec-318
508,rec-371-dup-1, ree, webb, 64, darling street, , kardinya, 6156, vif, 19890909, 38, 02 43570657,9674609,6,rec-371
509,rec-320-dup-3, harrison, wardle, 2, letterstzteeet, , bligh park, 2749, nsw, 19700077, 33, 03 71741121,2126591,9,rec-320
517,rec-386-dup-2, liajn, steinert, 61, tenison-woods circuit, , perponda, 3181, , 19370965, 25, 07 02687521,2616865,6,rec-386
519,rec-169-dup-0, kydan, whi ve, , kiddle cerscent, , rowvikle, 3216, sa, 19970614, 32, 03 73093753,6535879,8,rec-169
521,rec-236-dup-3, moniue, nobml, 83, dinnison circuit, , west lakes, 4212, qld, 19950829, 8, 07 40931477,2973395,0,rec-236
526,rec-174-dup-2, bennie, , 13, ranken pce, marathon mews, rowvld, 4815, wa, 19901229, 29, 08 67380769,6007413,2,rec-174
527,rec-174-dup-3, benjmrin, , 4, rankenpkace, , rowville, 4857, wa, 19920129, , 08 67380769,6070413,2,rec-174
528,rec-476-dup-4, hayley, , 54, bootle place, brampton, new farm, 2663, a, 20170428, 40, 03 17279371,8297152,6,rec-476
532,rec-92-dup-0, jac, crossdll, , eddy cresscent, evergreen, conder, 3055, nsw, 19019002, 29, 03 57575922,6313658,0,rec-92
536,rec-251-dup-1, josj, campbell, 161, mair place, , leeton, 2290, qld, 19101207, , 08 86348916,1505645,4,rec-251
537,rec-256-dup-0, zachart, paterson, 18, wagga strdet, , , 3024, , 19611018, , ,5097728,0,rec-256
545,rec-476-dup-0, hayly, mcnichll, 505, bootle place, brampeon, new farm, 2663, , 20170428, 40, 02 18351865,8297852,6,rec-476
548,rec-495-dup-1, mattew, sleiters, 146, richardsmnstreet, , elebana, 2147, , 19400212, 32, 04 74239640,8866141,7,rec-495
550,rec-597-dup-2, arablwwa, hearnfdi, 8, harbison crescent, , springwood, 2103, nsw, , 27, 02 04435163,6522315,3,rec-597
552,rec-208-dup-0, antonio, nizjik, 32, ellenborough street, , coromandll ast, 3075, vif, 19100919, , 03 08851590,1118253,0,rec-208
553,rec-108-dup-1, nikita, stanpury, 16, tate street, , sippy downs, 2233, wa, 19740118, , 07 39601083,2271763,2,rec-108
554,rec-289-dup-3, tars, southgate, 17, doyle terrace, , st yisa, 3193, wa, 19400216, 21, 03 50944746,1442387,3,rec-289
556,rec-547-dup-0, hero, sarah, 25, catchpole street, , blayney, 2504, sn, , 23, 07 35616782,9409640,8,rec-547
557,rec-287-dup-2, james, breschi, 72, chauvel s treet, , parramata, 0870, sa, 20071216, 39, 02 40174062,7652231,8,rec-287
558,rec-358-dup-1, yasmin, harrigton, 58, dobie plce, st francis vlge, auburn, 3291, vic, 19829440, 32, 08 59331503,7701544,2,rec-358
559,rec-457-dup-0, molly, cawkwell, 2, wilkinson street, , ermniggn, 5112, nsw, 19700407, 36, 08 62858508,6885937,7,rec-457
561,rec-500-dup-3, corey, kokkobxl, 46, aspinal reet, , blackbutt, 5031, , 19720107, 21, 03 63127760,4378691,9,rec-500
568,rec-313-dup-2, sara, whie, 13, namatjirj drive, , hoppers czrbossing, 6157, vic, , 28, 04 90876196,9154133,4,rec-313
572,rec-177-dup-4, dylvn, hemmings, 2, hawkesbury crescent, , macquarie fields, 3613, nsw, 19920304, 31, 08 86181836,3035716,2,rec-177
576,rec-177-dup-1, white, dylan, 1, hawkesburysctescent, , macquarie cields, 3623, nzww, 19920304, 31, 08 86181836,3035716,2,rec-177
577,rec-288-dup-1, jayden, gratemn, 60, parsonsdstreet, , moruyda, 3038, wa, 19971031, 24, 02 09568328,6735091,9,rec-288
579,rec-232-dup-1, tuscany, fittok, 24, bussau close, , alubumy, 4208, , 19980380, , 02 98967484,4332157,4,rec-232
580,rec-102-dup-4, matk, haar, 6, cumberleegxcrescent, mungo park, elanor heights, 2289, vic, , 22, 08 48634431,4808741,3,rec-102
581,rec-7-dup-2, cakfm, herbert, 137, ferris stpreet, , orangye, , nsd, , 26, 03 73665076,9274777,4,rec-7
585,rec-28-dup-1, carle, bail, 29, dalley crescent, , mafnoo, 4704, sa, 19351010, , 02 92065240,4438422,8,rec-28
586,rec-104-dup-2, micgnul, ryan, 143, edkins seret, , blakeview, 2112, sa, 19111004, 22, 04 57215638,7913202,0,rec-104
589,rec-209-dup-7, giloamd, chloe, 225, bonython jcfreet, , greens beach, 2642, tas, , 30, 04 77527775,3309830,8,rec-209
590,rec-288-dup-2, jayden, grqne, 60, , , morpua, 3038, , 19200524, 24, 02 09458328,6735091,9,rec-288
594,rec-381-dup-0, genevgive, berrykan, 22, ifould place, , salisbury, 2000, , 20100072, 26, 07 29230203,5489771,5,rec-381
595,rec-507-dup-1, cameron, stagegwrd, 6, tenison-woodsk circuit, , springvalsvsouth, 5034, nsw, 19081023, 29, 04 72721069,7665112,0,rec-507
598,rec-413-dup-1, tat, wight, 73, brookmanstreet, , magiol, 5158, , , 37, 04 93591220,3106312,3,rec-413
599,rec-358-dup-3, yasmin, harrihbton, 5, dobie place, , aubutn, 3113, vig, 19820304, 32, 08 59431003,7701464,2,rec-358
601,rec-102-dup-3, marpol, , 7, cumberlege cfescent, , heights elanor, 2289, vic, 19961014, 23, 08 48634431,4807141,3,rec-102
602,rec-63-dup-7, luvy, berfy, 23, erldunda circuit, , bundanoon, 2448, qlc, 19832224, 32, 04 62972219,3979710,5,rec-63
604,rec-43-dup-1, eliz, camn, 19, weston street, , williamstown, 2327, vi, 19606670, 37, 08 15475030,3456692,1,rec-43
610,rec-464-dup-3, blakd, beattje, 381, goddard vrscent, station homestead, montmorency, 2487, vig, 19800528, , 04 96334524,2183443,8,rec-464
614,rec-20-dup-4, emiily, beattie, 91, follettsreet, clarkwood, kangaroo flat, 4207, nsw, 19510710, , 03 09974254,5893925,8,rec-20
618,rec-154-dup-1, nicklason, georgqk, 5, wonga sytreet, , penrith, 5223, vic, 19990120, 28, 02 74358680,9036710,6,rec-154
619,rec-119-dup-2, isabelple, conzo, 7, frenchamiplace, boonooloo, bargara, 6025, vic, , , 02 47175273,2259697,8,rec-119
620,rec-371-dup-3, renw, wrbbs, 8833, darling street, , kardinkya, 6156, vic, 19890909, 30, 02 43570657,9674069,6,rec-371
622,rec-597-dup-5, arabella, hearh, 9, harbison seescent, , springwood, 2103, nsw, 19690708, 27, 02 04435163,6522115,3,rec-597
626,rec-49-dup-3, calew, mahon, 91, mainwaring rich circuit, , , 2026, nws, 19150416, 32, 02 97024549,1479514,8,rec-49
627,rec-22-dup-1, jodo, mcgrlevor, 4, tennant street, , kaleshe, 2101, wa, 19890211, 31, 08 82450058,7016499,7,rec-22
635,rec-345-dup-0, jonah, , 28, crofts xdrscent, , lavertyton, 2122, , 19277827, , 08 38940786,2010878,3,rec-345
638,rec-457-dup-1, molly, cawkwrll, 16, wilkinson street, , ermignfon, 5113, nsw, 19920253, 30, 08 68858508,6885937,7,rec-457
642,rec-504-dup-3, zj, mccargtt, 25, zox circuit, , kirean, 6233, vic, 19121006, , ,2642239,5,rec-504
643,rec-236-dup-2, monique, , 89, circuit dinnison, , wes tlagkes, 4221, , 19950829, 8, 07 40946977,5101624,0,rec-236
652,rec-289-dup-1, tata, southgatd, 3, doyle tderace, , st kilda, 3130, s, 19400216, 21, 03 50944746,1442387,3,rec-289
653,rec-515-dup-1, elizabeth, motbhqye, 1, crozier circuit, craigston l1bg, surry hills, 2259, , 19590131, 30, 07 65657774,7555771,6,rec-515
655,rec-380-dup-0, jessica, ruwse, 156, cowper hsxreet, , boulder, 4218, tas, 19151218, 34, 04 20578372,5249402,1,rec-380
657,rec-208-dup-1, antonio, wwvv, 38, ellenborough street, , coromandel east, 3057, vic, , , 03 08851590,1181271,0,rec-208
664,rec-345-dup-1, , , 2, crofts crscent, , laverton, 2122, , 19270297, , 08 38940786,2010578,3,rec-345
665,rec-427-dup-0, teal, whiet, 469, star puose, athlone, hyde park, 2167, vf, 19302215, , 08 76078695,4836319,9,rec-427
667,rec-251-dup-0, joshua, cambxl, 13, mair place, , leeton, 2290, qld, 19101107, 30, 08 86384916,1507858,4,rec-251
668,rec-428-dup-0, mitcell, , 34, locheevpkace, , marsden, 6035, , 19971121, 24, 04 56078426,9857631,6,rec-428
670,rec-500-dup-4, cofay, kokkotos, 46, aspinall street, , blackbutt, 5031, qld, 19720570, 36, 03 63127760,4387601,9,rec-500
671,rec-119-dup-1, condo, isabelle, 734, frencham place, boonooloo, 6052, bag5ara, vic, 19621022, , 02 47175273,2256777,8,rec-119
673,rec-287-dup-6, jame, breschi, 17, lhsce braake, , parramatta, 0870, sa, 20071216, 30, 04 42570734,7652031,8,rec-287
676,rec-385-dup-1, jadez, mckill, 20, wurum aplace, , hamilton, 3032, vic, , 27, ,1456121,8,rec-385
688,rec-236-dup-4, monique, white, 5, dinnison circuit, , westelaes, 4212, qld, 19660619, 8, 07 40944177,5191624,0,rec-236
689,rec-92-dup-3, jack, crosdqell, 2, eddy yrescent, , coner, 3065, ns, 19010120, 29, 03 57557922,6313658,0,rec-92
691,rec-272-dup-6, grace, jolly, 751, sid barnescrescent, , hoppers crossing, 4170, wa, 19550135, 39, 03 25528048,1001475,1,rec-272
692,rec-174-dup-4, benjamin, , 17, rankennplace, marathon mews, rowvilje, 4815, wau, 19920129, 29, 08 67380769,8437621,2,rec-174
694,rec-314-dup-1, ella, gaskfih, 144, carnegie crescent, hamilton central, dulwich hill, 2489, ss, 19810327, 21, 03 77827268,1952975,2,rec-314
695,rec-20-dup-1, emiily, beartke, 917, follettmstwreet, , kangaroo flat, 4207, nswb, 19510701, , 03 09974254,5039146,8,rec-20
698,rec-482-dup-6, , briszow, 33, mclachlan crescent, , wolumla, 4261, q, 19478230, 23, 02 36023668,9965900,1,rec-482
700,rec-464-dup-6, bake, beatfie, 314, goddard crwscent, station ho mestead, montmorency, 2487, vic, 19800428, , 04 05314425,2183443,8,rec-464
702,rec-271-dup-1, koben, white, 20, , , westmead, 5108, , 20910601, 18, 07 20044772,3637647,9,rec-271
710,rec-212-dup-0, ethan, chandvel, 34, vagabond crdscent, masonic retirement village, winston hills, 5419, qld, 19610327, 26, 04 30176867,3973566,5,rec-212
711,rec-174-dup-5, benjamin, , , ranken place, , rowville, 4185, wx, 19961029, 29, 08 67387069,6070423,2,rec-174
713,rec-100-dup-4, olivia, coljjam, 05, nicholson coescent, , airvnile, 5063, nsq, 19420925, 31, 03 88201389,5586872,5,rec-100
715,rec-272-dup-7, grad, joll, 749, sid barnesv crescent, lansdowne, hoppers crossing, 4170, wa, 19545406, 36, 03 25528048,1001475,1,rec-272
719,rec-119-dup-0, isabelle, ccobrp, 73, frencham place, , baraa, 6052, vipc, , , 02 47175273,2256997,8,rec-119
721,rec-536-dup-8, imogen, kalka, 123, thozet pl ace, nordale farm, metung, 2069, qld, 19391171, 92, 07 83460070,4856820,4,rec-536
722,rec-225-dup-0, joshua, agijns, 7, hutt syrdet, , bundaberg west, 2357, nsw, , 24, 02 63732103,5666073,2,rec-225
724,rec-205-dup-0, jolly, morcom, 171, lincolnadtlose, parksideflats, westmead, 4701, nsw, , 19, 02 40736436,2533902,1,rec-205
726,rec-209-dup-2, chloe, gillarwd, 3, bonython street, pacific bay villas, greens beach, 2642, tas, 20139907, 30, 04 77602775,3309830,8,rec-209
731,rec-536-dup-4, imogen, kalkla, 1239, thozet place, , metu ng, 2099, qld, 19391111, 32, 07 83460070,9006100,4,rec-536
733,rec-420-dup-0, lufy, gre, 10, antares crkscent, harrowvale, frenchs forest, 4074, wa, 19710224, 29, 04 86526046,6012252,4,rec-420
735,rec-87-dup-0, masco, bissmire, 18, , , scarness, 3101, nsw, 19041016, 11, 04 70131278,5985056,5,rec-87
738,rec-515-dup-3, elizabeth, motrbey, 179, crozier circuit, glenlee, allasvh, 2228, , 19590113, 30, 04 80754683,7152495,6,rec-515
743,rec-7-dup-1, callum, herbret, 137, ferris atreet, , oranggr, , nsw, 19960801, 26, 03 73666076,9276274,4,rec-7
748,rec-414-dup-1, ryab, reid, 3, hovell sieteet, , brighton, 6153, qld, 19922262, 34, 07 55180127,6647722,4,rec-414
749,rec-271-dup-3, kob eo, , 202, , , westmead, 5108, , , , 07 20044772,1723929,9,rec-271
750,rec-320-dup-0, harrion, warclwe, 20, lettersezutreet, , bligh park, 2749, nsw, 19152004, 28, 03 71741121,2126591,9,rec-320
751,rec-289-dup-6, tara, southfate, , doyleterxace, , st kilda, 3103, a, 19406116, 21, 03 50944746,1443387,3,rec-289
752,rec-325-dup-3, montoa, whitan, 12, sandoverzcircuit, , hurstbridge, 4700, vic, 19827920, 36, 08 12514679,3730541,5,rec-325
761,rec-159-dup-0, bridajgna, mccarthy, 53, colefax place, , ringwoodn orth, 7008, qld, , 37, 02 14569903,7011012,4,rec-159
762,rec-289-dup-7, tarah, southwte, 47, doyle terrace, nunderi, st kilda, 3130, wa, 19400216, , 03 50944746,1442387,3,rec-289
763,rec-104-dup-3, miczd, ryan, 28, edkin street, , blakeview, 2211, sz, 19111004, 22, 04 57215638,7913200,0,rec-104
765,rec-272-dup-5, grace, jolly, 99, sid barnec deescent, , hopperskcrossing, 4170, wq, 19550416, 35, 03 25523048,1001475,1,rec-272
771,rec-249-dup-0, callister, calve, 0, leibnitzfpllace, , cranbourne, 3802, vic, 19670519, , 08 33603175,8240850,1,rec-249
772,rec-113-dup-4, asthon, bloomsfkeld, 2, macrossan crescent, , mo, 6060, w, 19471221, 32, 02 27489334,6884782,1,rec-113
773,rec-154-dup-2, georgia, nickqkson, 51, wonga shtteet, , penrith, 5213, vic, 19990120, 28, 02 74358680,9036710,6,rec-154
774,rec-476-dup-1, hayley, mcnicholl, 5, bootle place, , , 2663, wa, 20170428, 28, 02 18351865,9036804,6,rec-476
776,rec-500-dup-0, cofeh, kokkotos, 469, aspinall shreet, , blackbutt, 5021, qld, 19720127, 31, 03 63127760,4378691,9,rec-500
779,rec-302-dup-1, rosa, cambkel, 237, crichton vdscent, , werrington, 2478, sa, 20186010, 34, 08 04842110,6296900,9,rec-302
782,rec-597-dup-1, arabella, ohearn, 0, truscott street, , springwood, 2310, ns, , 27, 02 04415163,6522315,3,rec-597
786,rec-515-dup-2, bertesy, motbmy, 179, crozier ivircuit, , allawah, 2259, nsw, 19590143, 30, ,7555771,6,rec-515
788,rec-399-dup-0, bailley, pascoe, 3, paul coe crescent, olddairy, cabramatta, 7179, vic, 20000132, 26, 04 13228862,2242426,2,rec-399
790,rec-236-dup-8, monique, nobwe, 8, dinnison circuit, , west lakes, 4212, qldt, 19985009, , 07 40944177,5191624,0,rec-236
791,rec-289-dup-2, tarw, southgate, 3, doyle terrace, , st kilda, 3302, wa, 19406286, 21, 03 59044746,1442387,3,rec-289
795,rec-580-dup-1, sophie, trathwh, 9, bengee place, bulala, jamest oqn, 2528, sa, , 25, 02 32608043,6401459,8,rec-580
797,rec-108-dup-0, nikita, stanhuoey, 108, balonne street, yarrabin, sippy podwns, 2033, wa, 19740118, , 07 39658083,2272736,2,rec-108
798,rec-389-dup-2, zane, vimpnzy, 11, mccormack street, westella, thornibo, 4753, sa, 19910419, 28, 08 41051518,4890442,8,rec-389
800,rec-63-dup-6, lucy, berry, 104, erldunda yrcuit, lorne park, bundanoon, 2448, , 20040820, 37, 04 62975219,3979710,5,rec-63
801,rec-21-dup-1, alexdra, sferco, 248, cahalan place, cotswold park, wetherill park, 5077, nsw, 19920903, 30, 04 18373761,4266076,2,rec-21
803,rec-562-dup-0, michaek, merenda, 74, , , , 3192, nsw, 19591041, 33, 03 94972622,4874128,4,rec-562
804,rec-236-dup-5, monique, nobe, 89, dinnisoj rcuit, , west akes, 4322, qld, , 8, 07 40944177,5191625,0,rec-236
807,rec-580-dup-2, sohiw, tratjjn, 1, bengeerpace, bulala, jamestown, 2527, sa, , 37, 02 32608043,7840287,8,rec-580
809,rec-173-dup-2, lucas, jongebloed, 22, augustujclose, , hughes, 4012, vic, 19000820, 32, 08 58087427,3454407,9,rec-173
810,rec-500-dup-1, corey, kokkotos, 469, aspinall street, , black butt, 5041, qm, 19721097, 21, 03 63127760,4378691,9,rec-500
812,rec-102-dup-8, mark, haar, 7, cumberlege cfescent, , elanora heights, 2289, vic, 19961154, 32, 08 48634431,4801841,3,rec-102
816,rec-536-dup-6, imotln, kaelkl, 183, thozet place, nordale farm, metung, 2069, qlc, 19391111, 32, 07 83460070,9001600,4,rec-536
818,rec-325-dup-1, montanna, white, 11, sandoverncricuit, , hurstbixdge, 4700, vic, 19820820, 36, 08 12514679,2241820,5,rec-325
819,rec-177-dup-2, wditd, dylzn, 8, crescent hawkesburty, , macquarie fields, 3366, nsw, 19920304, 31, 08 86181836,3035716,2,rec-177
824,rec-85-dup-0, greenhalgh, hgnnh, 45, lampard circuit, , thornbufy, 2229, qlg, 19540013, 24, ,1614200,7,rec-85
826,rec-536-dup-0, imogem, kalka, 128, thozeteplace, nordale fam, metung, 2096, qld, 19391111, 32, 08 90108514,9001600,4,rec-536
827,rec-212-dup-2, ethan, chantler, 8, vagabond crescent, masonic retirement village, winstonqhills, 6136, qld, 19610337, 26, 04 30176867,3973566,5,rec-212
829,rec-236-dup-0, mon di, noble, 89, dinnison circuit, , west lakes, 4212, , 19950829, 8, 07 40944177,5191624,0,rec-236
832,rec-356-dup-1, melissa, gremn, 15, calder crescent, , denmgik, 5464, vic, 19720805, , 08 28507478,2179341,4,rec-356
834,rec-232-dup-2, tuscyw, fittack, 27, bussau close, , aluubry, 4280, , 19641028, 25, 02 98976484,4332157,4,rec-232
837,rec-414-dup-3, rym, reid, 4, hovell street, top house, brighton, 6153, qld, 19920126, 34, 07 55180127,6647722,4,rec-414
838,rec-398-dup-0, abbdey, outrdf, 15, de gillerzn place, , sakee, 3021, qld, 19850708, , 07 26073381,4215319,7,rec-398
841,rec-175-dup-0, liam, van wijk, 10, captain cook crescent, , bassexean, 6531, vi, 19240055, , ,8350507,8,rec-175
842,rec-209-dup-1, chloe, gillard, 221, bonythoe street, , greensnneach, 2642, tas, 20130907, 30, 04 77520775,3309830,8,rec-209
844,rec-379-dup-0, imogien, lochk, 17, chandler street, , malabar, 2754, taj, , 34, ,1671138,5,rec-379
849,rec-510-dup-2, brinyle, georg, , mildenhallyplace, aprt 101, allambiezhights, 3021, vic, 19250324, , 08 67578895,6169851,8,rec-510
850,rec-100-dup-5, olibia, coleman, 3, nicholson deescent, , airville, 5036, nxw, 19440625, 31, 08 02765628,5586772,5,rec-100
854,rec-342-dup-3, copwr, campbrll, 1, sanderson close, , alice springs, 3055, , , , 08 12180976,7976258,1,rec-342
855,rec-256-dup-1, zachary, patfrson, 16, wagga xsraeet, villa 2, maryborough, 3014, , 19617018, , ,5097782,0,rec-256
857,rec-291-dup-1, connr, liolios, 32, garema place, , brighton, 6025, wa, , 38, 04 11367113,8279208,9,rec-291
858,rec-456-dup-0, , krishnan, 18, moorhouset street, glenview, belleveu ejill, 2738, nsw, 19230615, 28, 07 91261209,5874430,1,rec-456
859,rec-224-dup-0, jodsf, , 25, hemmings crescent, , north sydney, 3280, nsw, 19180802, 31, 08 30428396,2147738,5,rec-224
864,rec-287-dup-1, james, bresphi, 17, , , parramatta, 0870, sz, 20071216, 30, 02 40185462,9066616,8,rec-287
868,rec-175-dup-3, liam, van wijk, 13, captain cook crescent, , 6153, bassnee8dn, vic, 19240075, , ,8350507,8,rec-175
871,rec-285-dup-0, jesyd, coulson, 1, everard sreet, lauriana, broadmeadows, 3219, , , , 08 94720119,8331677,1,rec-285
877,rec-20-dup-0, emiiyl, beattie, 66, follett street, st georges park, kangayooeflat, 4207, nsw, 19517001, , 03 09974254,5039144,8,rec-20
884,rec-532-dup-2, rhyv, mcgrewir, 83, willoughbybcrescent, umina park, ballarat, 2460, qld, , 31, 03 97467665,3323064,1,rec-532
886,rec-63-dup-5, luc, bervryu, 11, erldundaxcircuit, lorne park, bundanoon, 2441, , 20040919, 32, 04 62972219,3979710,5,rec-63
887,rec-369-dup-1, benjmin, quit, 3, blacketgstreet, warrknga, cranbourne, 2318, nsw, 19740551, 28, 03 85124438,5578050,3,rec-369
891,rec-389-dup-4, zane, vipmjny, 18, mccormack street, westella, throlue, 4753, sa, 19910349, 28, 08 41051418,4890424,8,rec-389
895,rec-321-dup-1, splqs, secomb, 8, archibald street, mallee vale, blackmans bay, 2046, nsw, 19450721, 22, 07 74691355,5821876,4,rec-321
897,rec-536-dup-2, imogen, kwl, 128, thozet place, nordale farm, metulng, 2069, qld, , 32, 07 83460070,9001100,4,rec-536
898,rec-154-dup-3, georgie, , 54, wonga stzreet, , penitrh, 5213, vic, 19990120, 28, 02 74358680,3021628,6,rec-154
908,rec-476-dup-2, hayly, mcnichelo, 58, bootle place, brampton, new farm, 2663, ta, 20170428, 40, 02 18351865,8297152,6,rec-476
910,rec-63-dup-1, lucy, bere ya, 25, erldundac ircuit, lorne park, bundanoon, 2448, qld, , 32, 04 62972219,3979710,5,rec-63
911,rec-371-dup-4, renen, webm, 86, darling street, , kardinya, 6156, vic, 19899039, 30, 02 43570657,9674609,6,rec-371
915,rec-100-dup-3, olivia, coleman, 35, nicholsonrcsecent, , airville, 5864, nse, 19429925, 31, 03 88201389,5586772,5,rec-100
916,rec-507-dup-0, camerin, gilkes, 6, tenison-woods circuit, , 5024, springvale south, nsi, 19081214, 29, 04 72721069,7665112,0,rec-507
923,rec-272-dup-2, grace, jillz, 754, sidbarnes crescent, lansdowne, hoppers crossing, 4171, wa, 19550416, 39, 03 25560948,1001485,1,rec-272
924,rec-380-dup-3, jessica, rundle, 156, cowper sjreet, , boulder, 4272, tas, , 32, 04 20578372,5249045,1,rec-380
925,rec-482-dup-8, katelyn, bristq, 30, mclachlan crescent, , wolumla, 4225, wa, , 23, 02 36923668,9969520,1,rec-482
927,rec-510-dup-0, brinley, george, 53, mildenhatlmplace, aprt 101, allambie heights, 3021, vic, 19809330, , 08 67579895,6179581,8,rec-510
931,rec-342-dup-1, coopr, cambcll, 101, just ptace, , alice psrings, 3054, ws, , , 08 12189976,7976258,1,rec-342
935,rec-136-dup-0, lukd, wigt, 165, mentha place, fiv eoaks, , 3006, nsw, , 28, 03 25971032,1880749,9,rec-136
936,rec-371-dup-0, renee, , 87, darling street, , kar dipya, 6156, vic, 19890909, 36, 02 43570657,9674609,6,rec-371
937,rec-494-dup-0, evangelia, , 18, hensman qpgreet, , tennyson, 3152, s, 19580621, , 04 31128887,2305733,0,rec-494
940,rec-49-dup-0, emiily, hanfek, , mainwaring rich circuit, , bilgola plateau, 2026, nsw, 19150416, 32, 02 97024549,1479514,8,rec-49
941,rec-208-dup-3, antono, webzb, 385, ellenborough street, , coromandel east, 3075, vic, 19100909, , 03 08851590,1118273,0,rec-208
942,rec-414-dup-4, ryaf, redi, 8, hovell street, , brighton, 6128, qld, 19920126, , 07 55180127,6647722,4,rec-414
947,rec-102-dup-1, mark, hag, 7, cumberlegtdlfrescent, , elanor hights, 2289, vic, , 23, 08 48634431,4808714,3,rec-102
954,rec-154-dup-0, georgia, nicklason, 5, wongaszteret, , penirth, 5213, vic, 19991429, 26, 02 74358680,9036710,6,rec-154
957,rec-165-dup-0, rebecda, camboll, 1770, wheeler crescent, , tea tree gully, 5084, qld, 19112217, 40, 03 63778063,3338442,8,rec-165
959,rec-375-dup-0, lucas, ryun, 31, dunbar street, , canterbury, 3186, , 19860726, 30, 08 02770634,1954405,2,rec-375
961,rec-113-dup-2, ashton, bloomfield, 25, macrossan srescent, , meo, 6060, wa, 19472222, 32, 02 27489334,6884722,1,rec-113
962,rec-209-dup-6, chloe, gillqnrd, 22, wreet bonython, , greens beach, 2642, , 20130907, , 04 77520775,3309830,8,rec-209
968,rec-287-dup-3, jamxw, bresghi, 17, , , parramatta, 0870, , 20071216, 30, 03 80442758,7652231,8,rec-287
970,rec-375-dup-8, lucas, ryanu, 13, dunbar street, , canterbury, 3165, , 19876926, 30, 08 02770634,1958550,2,rec-375
971,rec-209-dup-5, chloe, giladd, 26, , , greens beach, 2642, tas, 20130907, 27, 04 77520775,3309830,8,rec-209
975,rec-253-dup-0, jack, bery, 1, gudgenbyhclose, , crookwell, 2717, , 19540103, 24, 04 09763075,2581259,2,rec-253
978,rec-386-dup-3, liam, steer, 67, tenison-woods circuit, , perponda, 3168, , 19370605, , 02 89871384,2616985,6,rec-386
980,rec-132-dup-0, chjre, stubbst, , randell street, , king rover, 4818, vic, 20120311, 29, 08 92283747,8849825,6,rec-132
981,rec-380-dup-1, , rundle, 15, cowper street, , boulder, 4210, tas, , 34, 04 20587372,5249044,1,rec-380
984,rec-532-dup-1, kai, mcgregor, 8, willoughby crescent, , ballarat, 2460, qld, 19881219, 31, 07 93406132,3323064,1,rec-532
987,rec-302-dup-2, rosa, cambellm, , crichton crescent, , werrington, 2478, sa, 20180620, 43, 08 05834110,6296900,9,rec-302
988,rec-389-dup-3, zabe, , 18, mccormack dfreet, westella, thornlie, 4735, sa, 19919419, 28, 08 41051418,9822845,8,rec-389
989,rec-482-dup-1, benjamin, bristow, 35, mclachlancrzescent, , wolomla, 4225, wa, 19469402, 23, 02 36923668,9965908,1,rec-482
990,rec-236-dup-1, monique, nobilgw, 89, dinnisonurcuit, , west lakes, 4212, , 19950829, 8, 07 40944177,7653472,0,rec-236
991,rec-174-dup-0, benjqmidn, , , ranken place, marathon mews, rowvlile, 4815, , 19920429, 23, 08 67380769,6070413,2,rec-174
992,rec-63-dup-4, tanyshah, berruy, 23, erldundablorcuit, lorne park, bundanoon, 2448, , 20094901, 32, 04 62972219,3979710,5,rec-63
993,rec-319-dup-3, bradley, burnvoo, 10, henty srtet, jarara, toowong, 2155, tas, , 27, 03 27755744,3429056,6,rec-319
994,rec-504-dup-0, zl u, mccarthy, 25, zox ckevuit, , kirwvxn, 6233, vkc, 19121006, , 03 89622093,2642239,5,rec-504
996,rec-482-dup-5, katelyn, brisfow, 6, mclachlanxrcescent, , wolumla, 4225, wa, 19470202, 36, 02 36923668,9965900,1,rec-482
